split,sample_index,image_end_date,label_end_date,strict_policy,allowed_news_start_date,allowed_news_end_date,strict_t_minus_1_date,news_count_t_minus_1,news_count_7d_t_minus_1,news_count_20d_t_minus_1,news_count_60d_t_minus_1,same_day_news_count_excluded,has_t_minus_1_news,has_7d_news,has_20d_news,has_60d_news,same_day_exclusion_active,text_vectorizer_fit_doc
train,802,2020-07-09,2020-07-29,calendar_date_lte_t_minus_1,2011-06-22,2020-07-08,2020-07-08,3,31,111,313,9,True,True,True,True,True,True
train,803,2020-07-10,2020-07-30,calendar_date_lte_t_minus_1,2011-06-22,2020-07-09,2020-07-09,9,30,114,321,7,True,True,True,True,True,True
train,805,2020-07-12,2020-08-01,calendar_date_lte_t_minus_1,2011-06-22,2020-07-11,2020-07-11,2,36,121,320,0,True,True,True,True,True,True
train,806,2020-07-13,2020-08-02,calendar_date_lte_t_minus_1,2011-06-22,2020-07-12,2020-07-12,0,36,110,317,11,False,True,True,True,True,True
train,807,2020-07-14,2020-08-03,calendar_date_lte_t_minus_1,2011-06-22,2020-07-13,2020-07-13,11,39,118,324,7,True,True,True,True,True,True
train,808,2020-07-15,2020-08-04,calendar_date_lte_t_minus_1,2011-06-22,2020-07-14,2020-07-14,7,39,117,329,19,True,True,True,True,True,True
train,810,2020-07-17,2020-08-06,calendar_date_lte_t_minus_1,2011-06-22,2020-07-16,2020-07-16,21,67,137,368,11,True,True,True,True,True,True
train,811,2020-07-18,2020-08-07,calendar_date_lte_t_minus_1,2011-06-22,2020-07-17,2020-07-17,11,71,148,378,1,True,True,True,True,True,True
train,813,2020-07-20,2020-08-09,calendar_date_lte_t_minus_1,2011-06-22,2020-07-19,2020-07-19,2,72,137,374,11,True,True,True,True,True,True
train,814,2020-07-21,2020-08-10,calendar_date_lte_t_minus_1,2011-06-22,2020-07-20,2020-07-20,11,72,139,381,6,True,True,True,True,True,True
train,815,2020-07-22,2020-08-11,calendar_date_lte_t_minus_1,2011-06-22,2020-07-21,2020-07-21,6,71,138,385,6,True,True,True,True,True,True
train,818,2020-07-25,2020-08-14,calendar_date_lte_t_minus_1,2011-06-22,2020-07-24,2020-07-24,8,40,145,404,1,True,True,True,True,True,True
train,819,2020-07-26,2020-08-15,calendar_date_lte_t_minus_1,2011-06-22,2020-07-25,2020-07-25,1,40,146,399,3,True,True,True,True,True,True
train,820,2020-07-27,2020-08-16,calendar_date_lte_t_minus_1,2011-06-22,2020-07-26,2020-07-26,3,41,141,396,7,True,True,True,True,True,True
train,823,2020-07-30,2020-08-19,calendar_date_lte_t_minus_1,2011-06-22,2020-07-29,2020-07-29,7,41,145,409,8,True,True,True,True,True,True
train,824,2020-07-31,2020-08-20,calendar_date_lte_t_minus_1,2011-06-22,2020-07-30,2020-07-30,8,43,146,417,6,True,True,True,True,True,True
train,825,2020-08-01,2020-08-21,calendar_date_lte_t_minus_1,2011-06-22,2020-07-31,2020-07-31,6,41,150,416,5,True,True,True,True,True,True
train,826,2020-08-02,2020-08-22,calendar_date_lte_t_minus_1,2011-06-22,2020-08-01,2020-08-01,5,45,155,412,3,True,True,True,True,True,True
train,827,2020-08-03,2020-08-23,calendar_date_lte_t_minus_1,2011-06-22,2020-08-02,2020-08-02,3,45,147,409,7,True,True,True,True,True,True
train,831,2020-08-07,2020-08-27,calendar_date_lte_t_minus_1,2011-06-22,2020-08-06,2020-08-06,9,47,122,420,4,True,True,True,True,True,True
train,833,2020-08-09,2020-08-29,calendar_date_lte_t_minus_1,2011-06-22,2020-08-08,2020-08-08,2,42,125,404,2,True,True,True,True,True,True
train,834,2020-08-10,2020-08-30,calendar_date_lte_t_minus_1,2011-06-22,2020-08-09,2020-08-09,2,41,116,393,2,True,True,True,True,True,True
train,835,2020-08-11,2020-08-31,calendar_date_lte_t_minus_1,2011-06-22,2020-08-10,2020-08-10,2,36,112,386,5,True,True,True,True,True,True
train,836,2020-08-12,2020-09-01,calendar_date_lte_t_minus_1,2011-06-22,2020-08-11,2020-08-11,5,32,111,382,5,True,True,True,True,True,True
train,838,2020-08-14,2020-09-03,calendar_date_lte_t_minus_1,2011-06-22,2020-08-13,2020-08-13,4,24,106,387,3,True,True,True,True,True,True
train,839,2020-08-15,2020-09-04,calendar_date_lte_t_minus_1,2011-06-22,2020-08-14,2020-08-14,3,23,108,378,1,True,True,True,True,True,True
train,840,2020-08-16,2020-09-05,calendar_date_lte_t_minus_1,2011-06-22,2020-08-15,2020-08-15,1,22,106,369,1,True,True,True,True,True,True
train,841,2020-08-17,2020-09-06,calendar_date_lte_t_minus_1,2011-06-22,2020-08-16,2020-08-16,1,21,100,363,11,True,True,True,True,True,True
train,842,2020-08-18,2020-09-07,calendar_date_lte_t_minus_1,2011-06-22,2020-08-17,2020-08-17,11,30,102,360,11,True,True,True,True,True,True
train,843,2020-08-19,2020-09-08,calendar_date_lte_t_minus_1,2011-06-22,2020-08-18,2020-08-18,11,36,106,365,6,True,True,True,True,True,True
train,844,2020-08-20,2020-09-09,calendar_date_lte_t_minus_1,2011-06-22,2020-08-19,2020-08-19,6,37,104,371,9,True,True,True,True,True,True
train,845,2020-08-21,2020-09-10,calendar_date_lte_t_minus_1,2011-06-22,2020-08-20,2020-08-20,9,42,107,378,9,True,True,True,True,True,True
train,846,2020-08-22,2020-09-11,calendar_date_lte_t_minus_1,2011-06-22,2020-08-21,2020-08-21,9,48,111,376,1,True,True,True,True,True,True
train,847,2020-08-23,2020-09-12,calendar_date_lte_t_minus_1,2011-06-22,2020-08-22,2020-08-22,1,48,109,374,0,True,True,True,True,True,True
train,849,2020-08-25,2020-09-14,calendar_date_lte_t_minus_1,2011-06-22,2020-08-24,2020-08-24,5,41,98,362,3,True,True,True,True,True,True
train,850,2020-08-26,2020-09-15,calendar_date_lte_t_minus_1,2011-06-22,2020-08-25,2020-08-25,3,33,93,354,4,True,True,True,True,True,True
train,851,2020-08-27,2020-09-16,calendar_date_lte_t_minus_1,2011-06-22,2020-08-26,2020-08-26,4,31,88,358,8,True,True,True,True,True,True
train,852,2020-08-28,2020-09-17,calendar_date_lte_t_minus_1,2011-06-22,2020-08-27,2020-08-27,8,30,92,366,9,True,True,True,True,True,True
train,853,2020-08-29,2020-09-18,calendar_date_lte_t_minus_1,2011-06-22,2020-08-28,2020-08-28,9,30,99,361,2,True,True,True,True,True,True
train,854,2020-08-30,2020-09-19,calendar_date_lte_t_minus_1,2011-06-22,2020-08-29,2020-08-29,2,31,99,354,1,True,True,True,True,True,True
train,855,2020-08-31,2020-09-20,calendar_date_lte_t_minus_1,2011-06-22,2020-08-30,2020-08-30,1,32,98,348,5,True,True,True,True,True,True
train,856,2020-09-01,2020-09-21,calendar_date_lte_t_minus_1,2011-06-22,2020-08-31,2020-08-31,5,32,98,343,7,True,True,True,True,True,True
train,858,2020-09-03,2020-09-23,calendar_date_lte_t_minus_1,2011-06-22,2020-09-02,2020-09-02,7,39,103,354,7,True,True,True,True,True,True
train,860,2020-09-05,2020-09-25,calendar_date_lte_t_minus_1,2011-06-22,2020-09-04,2020-09-04,2,31,108,355,1,True,True,True,True,True,True
train,861,2020-09-06,2020-09-26,calendar_date_lte_t_minus_1,2011-06-22,2020-09-05,2020-09-05,1,30,108,349,1,True,True,True,True,True,True
train,862,2020-09-07,2020-09-27,calendar_date_lte_t_minus_1,2011-06-22,2020-09-06,2020-09-06,1,30,98,347,5,True,True,True,True,True,True
train,863,2020-09-08,2020-09-28,calendar_date_lte_t_minus_1,2011-06-22,2020-09-07,2020-09-07,5,30,92,343,2,True,True,True,True,True,True
train,864,2020-09-09,2020-09-29,calendar_date_lte_t_minus_1,2011-06-22,2020-09-08,2020-09-08,2,25,88,338,6,True,True,True,True,True,True
train,865,2020-09-10,2020-09-30,calendar_date_lte_t_minus_1,2011-06-22,2020-09-09,2020-09-09,6,24,85,342,8,True,True,True,True,True,True
train,866,2020-09-11,2020-10-01,calendar_date_lte_t_minus_1,2011-06-22,2020-09-10,2020-09-10,8,25,84,350,6,True,True,True,True,True,True
train,867,2020-09-12,2020-10-02,calendar_date_lte_t_minus_1,2011-06-22,2020-09-11,2020-09-11,6,29,89,345,1,True,True,True,True,True,True
train,868,2020-09-13,2020-10-03,calendar_date_lte_t_minus_1,2011-06-22,2020-09-12,2020-09-12,1,29,90,339,2,True,True,True,True,True,True
train,869,2020-09-14,2020-10-04,calendar_date_lte_t_minus_1,2011-06-22,2020-09-13,2020-09-13,2,30,87,322,10,True,True,True,True,True,True
train,870,2020-09-15,2020-10-05,calendar_date_lte_t_minus_1,2011-06-22,2020-09-14,2020-09-14,10,35,94,311,9,True,True,True,True,True,True
train,871,2020-09-16,2020-10-06,calendar_date_lte_t_minus_1,2011-06-22,2020-09-15,2020-09-15,9,42,99,309,4,True,True,True,True,True,True
train,872,2020-09-17,2020-10-07,calendar_date_lte_t_minus_1,2011-06-22,2020-09-16,2020-09-16,4,40,95,312,6,True,True,True,True,True,True
train,873,2020-09-18,2020-10-08,calendar_date_lte_t_minus_1,2011-06-22,2020-09-17,2020-09-17,6,38,92,316,8,True,True,True,True,True,True
train,874,2020-09-19,2020-10-09,calendar_date_lte_t_minus_1,2011-06-22,2020-09-18,2020-09-18,8,40,98,313,2,True,True,True,True,True,True
train,875,2020-09-20,2020-10-10,calendar_date_lte_t_minus_1,2011-06-22,2020-09-19,2020-09-19,2,41,99,309,1,True,True,True,True,True,True
train,877,2020-09-22,2020-10-12,calendar_date_lte_t_minus_1,2011-06-22,2020-09-21,2020-09-21,12,42,100,310,7,True,True,True,True,True,True
train,878,2020-09-23,2020-10-13,calendar_date_lte_t_minus_1,2011-06-22,2020-09-22,2020-09-22,7,40,100,309,4,True,True,True,True,True,True
train,879,2020-09-24,2020-10-14,calendar_date_lte_t_minus_1,2011-06-22,2020-09-23,2020-09-23,4,40,97,312,8,True,True,True,True,True,True
train,880,2020-09-25,2020-10-15,calendar_date_lte_t_minus_1,2011-06-22,2020-09-24,2020-09-24,8,42,103,317,5,True,True,True,True,True,True
train,881,2020-09-26,2020-10-16,calendar_date_lte_t_minus_1,2011-06-22,2020-09-25,2020-09-25,5,39,107,315,1,True,True,True,True,True,True
train,885,2020-09-30,2020-10-20,calendar_date_lte_t_minus_1,2011-06-22,2020-09-29,2020-09-29,6,34,110,302,6,True,True,True,True,True,True
train,886,2020-10-01,2020-10-21,calendar_date_lte_t_minus_1,2011-06-22,2020-09-30,2020-09-30,6,36,108,303,8,True,True,True,True,True,True
train,887,2020-10-02,2020-10-22,calendar_date_lte_t_minus_1,2011-06-22,2020-10-01,2020-10-01,8,36,110,308,6,True,True,True,True,True,True
train,888,2020-10-03,2020-10-23,calendar_date_lte_t_minus_1,2011-06-22,2020-10-02,2020-10-02,6,37,115,307,0,True,True,True,True,True,True
train,889,2020-10-04,2020-10-24,calendar_date_lte_t_minus_1,2011-06-22,2020-10-03,2020-10-03,0,36,113,298,1,False,True,True,True,True,True
train,893,2020-10-08,2020-10-28,calendar_date_lte_t_minus_1,2011-06-22,2020-10-07,2020-10-07,6,34,104,295,8,True,True,True,True,True,True
train,895,2020-10-10,2020-10-30,calendar_date_lte_t_minus_1,2011-06-22,2020-10-09,2020-10-09,8,36,110,307,2,True,True,True,True,True,True
train,896,2020-10-11,2020-10-31,calendar_date_lte_t_minus_1,2011-06-22,2020-10-10,2020-10-10,2,38,111,304,1,True,True,True,True,True,True
train,897,2020-10-12,2020-11-01,calendar_date_lte_t_minus_1,2011-06-22,2020-10-11,2020-10-11,1,38,100,300,7,True,True,True,True,True,True
train,898,2020-10-13,2020-11-02,calendar_date_lte_t_minus_1,2011-06-22,2020-10-12,2020-10-12,7,39,100,303,9,True,True,True,True,True,True
train,899,2020-10-14,2020-11-03,calendar_date_lte_t_minus_1,2011-06-22,2020-10-13,2020-10-13,9,41,105,309,6,True,True,True,True,True,True
train,900,2020-10-15,2020-11-04,calendar_date_lte_t_minus_1,2011-06-22,2020-10-14,2020-10-14,6,41,103,314,1,True,True,True,True,True,True
train,901,2020-10-16,2020-11-05,calendar_date_lte_t_minus_1,2011-06-22,2020-10-15,2020-10-15,1,34,99,314,6,True,True,True,True,True,True
train,902,2020-10-17,2020-11-06,calendar_date_lte_t_minus_1,2011-06-22,2020-10-16,2020-10-16,6,32,104,309,3,True,True,True,True,True,True
train,904,2020-10-19,2020-11-08,calendar_date_lte_t_minus_1,2011-06-22,2020-10-18,2020-10-18,2,34,99,297,9,True,True,True,True,True,True
train,907,2020-10-22,2020-11-11,calendar_date_lte_t_minus_1,2011-06-22,2020-10-21,2020-10-21,17,45,112,311,6,True,True,True,True,True,True
train,909,2020-10-24,2020-11-13,calendar_date_lte_t_minus_1,2011-06-22,2020-10-23,2020-10-23,10,54,122,322,2,True,True,True,True,True,True
train,910,2020-10-25,2020-11-14,calendar_date_lte_t_minus_1,2011-06-22,2020-10-24,2020-10-24,2,53,123,321,2,True,True,True,True,True,True
train,913,2020-10-28,2020-11-17,calendar_date_lte_t_minus_1,2011-06-22,2020-10-27,2020-10-27,15,60,129,325,5,True,True,True,True,True,True
train,914,2020-10-29,2020-11-18,calendar_date_lte_t_minus_1,2011-06-22,2020-10-28,2020-10-28,5,48,126,328,10,True,True,True,True,True,True
train,916,2020-10-31,2020-11-20,calendar_date_lte_t_minus_1,2011-06-22,2020-10-30,2020-10-30,10,52,136,342,2,True,True,True,True,True,True
train,917,2020-11-01,2020-11-21,calendar_date_lte_t_minus_1,2011-06-22,2020-10-31,2020-10-31,2,52,137,337,2,True,True,True,True,True,True
train,920,2020-11-04,2020-11-24,calendar_date_lte_t_minus_1,2011-06-22,2020-11-03,2020-11-03,4,41,129,335,8,True,True,True,True,True,True
train,922,2020-11-06,2020-11-26,calendar_date_lte_t_minus_1,2011-06-22,2020-11-05,2020-11-05,17,51,147,358,11,True,True,True,True,True,True
train,923,2020-11-07,2020-11-27,calendar_date_lte_t_minus_1,2011-06-22,2020-11-06,2020-11-06,11,52,155,364,2,True,True,True,True,True,True
train,925,2020-11-09,2020-11-29,calendar_date_lte_t_minus_1,2011-06-22,2020-11-08,2020-11-08,3,53,149,361,6,True,True,True,True,True,True
train,926,2020-11-10,2020-11-30,calendar_date_lte_t_minus_1,2011-06-22,2020-11-09,2020-11-09,6,51,148,359,11,True,True,True,True,True,True
train,927,2020-11-11,2020-12-01,calendar_date_lte_t_minus_1,2011-06-22,2020-11-10,2020-11-10,11,58,142,364,9,True,True,True,True,True,True
train,929,2020-11-13,2020-12-03,calendar_date_lte_t_minus_1,2011-06-22,2020-11-12,2020-11-12,9,51,144,379,9,True,True,True,True,True,True
train,930,2020-11-14,2020-12-04,calendar_date_lte_t_minus_1,2011-06-22,2020-11-13,2020-11-13,9,49,151,378,3,True,True,True,True,True,True
train,931,2020-11-15,2020-12-05,calendar_date_lte_t_minus_1,2011-06-22,2020-11-14,2020-11-14,3,50,152,372,3,True,True,True,True,True,True
train,932,2020-11-16,2020-12-06,calendar_date_lte_t_minus_1,2011-06-22,2020-11-15,2020-11-15,3,50,147,371,11,True,True,True,True,True,True
train,933,2020-11-17,2020-12-07,calendar_date_lte_t_minus_1,2011-06-22,2020-11-16,2020-11-16,11,55,143,376,14,True,True,True,True,True,True
train,935,2020-11-19,2020-12-09,calendar_date_lte_t_minus_1,2011-06-22,2020-11-18,2020-11-18,19,68,161,399,10,True,True,True,True,True,True
train,936,2020-11-20,2020-12-10,calendar_date_lte_t_minus_1,2011-06-22,2020-11-19,2020-11-19,10,69,161,408,15,True,True,True,True,True,True
train,937,2020-11-21,2020-12-11,calendar_date_lte_t_minus_1,2011-06-22,2020-11-20,2020-11-20,15,75,174,411,4,True,True,True,True,True,True
train,938,2020-11-22,2020-12-12,calendar_date_lte_t_minus_1,2011-06-22,2020-11-21,2020-11-21,4,76,176,408,3,True,True,True,True,True,True
train,939,2020-11-23,2020-12-13,calendar_date_lte_t_minus_1,2011-06-22,2020-11-22,2020-11-22,3,76,171,407,12,True,True,True,True,True,True
train,940,2020-11-24,2020-12-14,calendar_date_lte_t_minus_1,2011-06-22,2020-11-23,2020-11-23,12,77,179,411,14,True,True,True,True,True,True
train,941,2020-11-25,2020-12-15,calendar_date_lte_t_minus_1,2011-06-22,2020-11-24,2020-11-24,14,77,185,420,13,True,True,True,True,True,True
train,943,2020-11-27,2020-12-17,calendar_date_lte_t_minus_1,2011-06-22,2020-11-26,2020-11-26,14,75,184,445,8,True,True,True,True,True,True
train,944,2020-11-28,2020-12-18,calendar_date_lte_t_minus_1,2011-06-22,2020-11-27,2020-11-27,8,68,190,444,2,True,True,True,True,True,True
train,945,2020-11-29,2020-12-19,calendar_date_lte_t_minus_1,2011-06-22,2020-11-28,2020-11-28,2,66,189,440,5,True,True,True,True,True,True
train,946,2020-11-30,2020-12-20,calendar_date_lte_t_minus_1,2011-06-22,2020-11-29,2020-11-29,5,68,188,439,16,True,True,True,True,True,True
train,947,2020-12-01,2020-12-21,calendar_date_lte_t_minus_1,2011-06-22,2020-11-30,2020-11-30,16,72,193,447,9,True,True,True,True,True,True
train,948,2020-12-02,2020-12-22,calendar_date_lte_t_minus_1,2011-06-22,2020-12-01,2020-12-01,9,67,193,450,9,True,True,True,True,True,True
train,949,2020-12-03,2020-12-23,calendar_date_lte_t_minus_1,2011-06-22,2020-12-02,2020-12-02,9,63,193,459,5,True,True,True,True,True,True
train,950,2020-12-04,2020-12-24,calendar_date_lte_t_minus_1,2011-06-22,2020-12-03,2020-12-03,5,54,189,463,13,True,True,True,True,True,True
train,951,2020-12-05,2020-12-25,calendar_date_lte_t_minus_1,2011-06-22,2020-12-04,2020-12-04,13,59,199,470,4,True,True,True,True,True,True
train,953,2020-12-07,2020-12-27,calendar_date_lte_t_minus_1,2011-06-22,2020-12-06,2020-12-06,3,59,192,464,12,True,True,True,True,True,True
train,954,2020-12-08,2020-12-28,calendar_date_lte_t_minus_1,2011-06-22,2020-12-07,2020-12-07,12,55,190,468,16,True,True,True,True,True,True
train,955,2020-12-09,2020-12-29,calendar_date_lte_t_minus_1,2011-06-22,2020-12-08,2020-12-08,16,62,187,476,10,True,True,True,True,True,True
train,956,2020-12-10,2020-12-30,calendar_date_lte_t_minus_1,2011-06-22,2020-12-09,2020-12-09,10,63,187,484,6,True,True,True,True,True,True
validation,1,2018-04-30,2018-05-20,calendar_date_lte_t_minus_1,2011-06-22,2018-04-29,2018-04-29,3,32,97,270,8,True,True,True,True,True,False
validation,4,2018-05-03,2018-05-23,calendar_date_lte_t_minus_1,2011-06-22,2018-05-02,2018-05-02,2,23,91,275,4,True,True,True,True,True,False
validation,5,2018-05-04,2018-05-24,calendar_date_lte_t_minus_1,2011-06-22,2018-05-03,2018-05-03,4,25,89,276,4,True,True,True,True,True,False
validation,10,2018-05-09,2018-05-29,calendar_date_lte_t_minus_1,2011-06-22,2018-05-08,2018-05-08,4,37,105,279,2,True,True,True,True,True,False
validation,13,2018-05-12,2018-06-01,calendar_date_lte_t_minus_1,2011-06-22,2018-05-11,2018-05-11,3,33,93,271,6,True,True,True,True,True,False
validation,15,2018-05-14,2018-06-03,calendar_date_lte_t_minus_1,2011-06-22,2018-05-13,2018-05-13,5,32,88,267,6,True,True,True,True,True,False
validation,18,2018-05-17,2018-06-06,calendar_date_lte_t_minus_1,2011-06-22,2018-05-16,2018-05-16,4,34,92,267,5,True,True,True,True,True,False
validation,32,2018-05-31,2018-06-20,calendar_date_lte_t_minus_1,2011-06-22,2018-05-30,2018-05-30,3,31,96,280,6,True,True,True,True,True,False
validation,34,2018-06-02,2018-06-22,calendar_date_lte_t_minus_1,2011-06-22,2018-06-01,2018-06-01,3,29,96,281,1,True,True,True,True,True,False
validation,37,2018-06-05,2018-06-25,calendar_date_lte_t_minus_1,2011-06-22,2018-06-04,2018-06-04,6,27,86,278,4,True,True,True,True,True,False
validation,39,2018-06-07,2018-06-27,calendar_date_lte_t_minus_1,2011-06-22,2018-06-06,2018-06-06,8,31,89,282,11,True,True,True,True,True,False
validation,41,2018-06-09,2018-06-29,calendar_date_lte_t_minus_1,2011-06-22,2018-06-08,2018-06-08,5,38,100,290,2,True,True,True,True,True,False
validation,42,2018-06-10,2018-06-30,calendar_date_lte_t_minus_1,2011-06-22,2018-06-09,2018-06-09,2,39,99,287,8,True,True,True,True,True,False
validation,49,2018-06-17,2018-07-07,calendar_date_lte_t_minus_1,2011-06-22,2018-06-16,2018-06-16,4,47,108,307,4,True,True,True,True,True,False
validation,52,2018-06-20,2018-07-10,calendar_date_lte_t_minus_1,2011-06-22,2018-06-19,2018-06-19,2,38,108,297,2,True,True,True,True,True,False
validation,57,2018-06-25,2018-07-15,calendar_date_lte_t_minus_1,2011-06-22,2018-06-24,2018-06-24,3,34,115,291,7,True,True,True,True,True,False
validation,63,2018-07-01,2018-07-21,calendar_date_lte_t_minus_1,2011-06-22,2018-06-30,2018-06-30,0,34,108,301,3,False,True,True,True,True,False
validation,65,2018-07-03,2018-07-23,calendar_date_lte_t_minus_1,2011-06-22,2018-07-02,2018-07-02,5,32,103,303,6,True,True,True,True,True,False
validation,69,2018-07-07,2018-07-27,calendar_date_lte_t_minus_1,2011-06-22,2018-07-06,2018-07-06,7,29,98,297,1,True,True,True,True,True,False
validation,70,2018-07-08,2018-07-28,calendar_date_lte_t_minus_1,2011-06-22,2018-07-07,2018-07-07,1,30,95,294,2,True,True,True,True,True,False
validation,76,2018-07-14,2018-08-03,calendar_date_lte_t_minus_1,2011-06-22,2018-07-13,2018-07-13,9,36,99,306,7,True,True,True,True,True,False
validation,78,2018-07-16,2018-08-05,calendar_date_lte_t_minus_1,2011-06-22,2018-07-15,2018-07-15,3,43,99,303,4,True,True,True,True,True,False
validation,81,2018-07-19,2018-08-08,calendar_date_lte_t_minus_1,2011-06-22,2018-07-18,2018-07-18,1,35,93,303,0,True,True,True,True,True,False
validation,87,2018-07-25,2018-08-14,calendar_date_lte_t_minus_1,2011-06-22,2018-07-24,2018-07-24,9,32,98,301,8,True,True,True,True,True,False
validation,93,2018-07-31,2018-08-20,calendar_date_lte_t_minus_1,2011-06-22,2018-07-30,2018-07-30,11,55,115,321,9,True,True,True,True,True,False
validation,94,2018-08-01,2018-08-21,calendar_date_lte_t_minus_1,2011-06-22,2018-07-31,2018-07-31,9,55,121,327,5,True,True,True,True,True,False
validation,95,2018-08-02,2018-08-22,calendar_date_lte_t_minus_1,2011-06-22,2018-08-01,2018-08-01,5,52,120,331,10,True,True,True,True,True,False
validation,102,2018-08-09,2018-08-29,calendar_date_lte_t_minus_1,2011-06-22,2018-08-08,2018-08-08,4,60,151,352,10,True,True,True,True,True,False
validation,105,2018-08-12,2018-09-01,calendar_date_lte_t_minus_1,2011-06-22,2018-08-11,2018-08-11,7,53,161,355,9,True,True,True,True,True,False
validation,106,2018-08-13,2018-09-02,calendar_date_lte_t_minus_1,2011-06-22,2018-08-12,2018-08-12,9,59,162,350,6,True,True,True,True,True,False
validation,109,2018-08-16,2018-09-05,calendar_date_lte_t_minus_1,2011-06-22,2018-08-15,2018-08-15,5,58,163,363,4,True,True,True,True,True,False
validation,111,2018-08-18,2018-09-07,calendar_date_lte_t_minus_1,2011-06-22,2018-08-17,2018-08-17,8,53,163,365,7,True,True,True,True,True,False
validation,112,2018-08-19,2018-09-08,calendar_date_lte_t_minus_1,2011-06-22,2018-08-18,2018-08-18,7,53,162,370,6,True,True,True,True,True,False
validation,113,2018-08-20,2018-09-09,calendar_date_lte_t_minus_1,2011-06-22,2018-08-19,2018-08-19,6,50,157,374,6,True,True,True,True,True,False
validation,114,2018-08-21,2018-09-10,calendar_date_lte_t_minus_1,2011-06-22,2018-08-20,2018-08-20,6,50,154,379,11,True,True,True,True,True,False
validation,117,2018-08-24,2018-09-13,calendar_date_lte_t_minus_1,2011-06-22,2018-08-23,2018-08-23,7,49,149,378,9,True,True,True,True,True,False
validation,122,2018-08-29,2018-09-18,calendar_date_lte_t_minus_1,2011-06-22,2018-08-28,2018-08-28,3,44,144,380,7,True,True,True,True,True,False
validation,123,2018-08-30,2018-09-19,calendar_date_lte_t_minus_1,2011-06-22,2018-08-29,2018-08-29,7,47,141,387,8,True,True,True,True,True,False
validation,137,2018-09-13,2018-10-03,calendar_date_lte_t_minus_1,2011-06-22,2018-09-12,2018-09-12,5,35,118,393,10,True,True,True,True,True,False
validation,141,2018-09-17,2018-10-07,calendar_date_lte_t_minus_1,2011-06-22,2018-09-16,2018-09-16,10,51,125,417,7,True,True,True,True,True,False
validation,149,2018-09-25,2018-10-15,calendar_date_lte_t_minus_1,2011-06-22,2018-09-24,2018-09-24,9,41,127,419,3,True,True,True,True,True,False
validation,157,2018-10-03,2018-10-23,calendar_date_lte_t_minus_1,2011-06-22,2018-10-02,2018-10-02,5,36,124,391,3,True,True,True,True,True,False
validation,158,2018-10-04,2018-10-24,calendar_date_lte_t_minus_1,2011-06-22,2018-10-03,2018-10-03,3,35,117,385,2,True,True,True,True,True,False
validation,161,2018-10-07,2018-10-27,calendar_date_lte_t_minus_1,2011-06-22,2018-10-06,2018-10-06,7,28,102,372,5,True,True,True,True,True,False
validation,165,2018-10-11,2018-10-31,calendar_date_lte_t_minus_1,2011-06-22,2018-10-10,2018-10-10,1,23,97,355,7,True,True,True,True,True,False
validation,167,2018-10-13,2018-11-02,calendar_date_lte_t_minus_1,2011-06-22,2018-10-12,2018-10-12,4,29,92,351,1,True,True,True,True,True,False
validation,170,2018-10-16,2018-11-05,calendar_date_lte_t_minus_1,2011-06-22,2018-10-15,2018-10-15,1,21,78,333,2,True,True,True,True,True,False
validation,175,2018-10-21,2018-11-10,calendar_date_lte_t_minus_1,2011-06-22,2018-10-20,2018-10-20,2,11,58,302,5,True,True,True,True,True,False
validation,177,2018-10-23,2018-11-12,calendar_date_lte_t_minus_1,2011-06-22,2018-10-22,2018-10-22,5,17,59,301,2,True,True,True,True,True,False
validation,181,2018-10-27,2018-11-16,calendar_date_lte_t_minus_1,2011-06-22,2018-10-26,2018-10-26,2,22,54,281,4,True,True,True,True,True,False
validation,182,2018-10-28,2018-11-17,calendar_date_lte_t_minus_1,2011-06-22,2018-10-27,2018-10-27,4,24,53,282,5,True,True,True,True,True,False
validation,186,2018-11-01,2018-11-21,calendar_date_lte_t_minus_1,2011-06-22,2018-10-31,2018-10-31,12,41,73,289,3,True,True,True,True,True,False
validation,187,2018-11-02,2018-11-22,calendar_date_lte_t_minus_1,2011-06-22,2018-11-01,2018-11-01,3,42,72,290,14,True,True,True,True,True,False
validation,188,2018-11-03,2018-11-23,calendar_date_lte_t_minus_1,2011-06-22,2018-11-02,2018-11-02,14,54,85,297,6,True,True,True,True,True,False
validation,189,2018-11-04,2018-11-24,calendar_date_lte_t_minus_1,2011-06-22,2018-11-03,2018-11-03,6,56,88,295,7,True,True,True,True,True,False
validation,190,2018-11-05,2018-11-25,calendar_date_lte_t_minus_1,2011-06-22,2018-11-04,2018-11-04,7,58,94,295,4,True,True,True,True,True,False
validation,195,2018-11-10,2018-11-30,calendar_date_lte_t_minus_1,2011-06-22,2018-11-09,2018-11-09,10,52,126,304,6,True,True,True,True,True,False
validation,205,2018-11-20,2018-12-10,calendar_date_lte_t_minus_1,2011-06-22,2018-11-19,2018-11-19,14,62,160,325,19,True,True,True,True,True,False
validation,207,2018-11-22,2018-12-12,calendar_date_lte_t_minus_1,2011-06-22,2018-11-21,2018-11-21,10,72,174,338,12,True,True,True,True,True,False
validation,209,2018-11-24,2018-12-14,calendar_date_lte_t_minus_1,2011-06-22,2018-11-23,2018-11-23,18,85,184,352,16,True,True,True,True,True,False
validation,212,2018-11-27,2018-12-17,calendar_date_lte_t_minus_1,2011-06-22,2018-11-26,2018-11-26,13,100,205,381,14,True,True,True,True,True,False
