audit_bucket,news_date,source_text,headline_text,finbert_label,finbert_positive_prob,finbert_negative_prob,finbert_neutral_prob,finbert_confidence,finbert_sentiment_score,news_item_id
high_negative,2020-05-13,The Block,Bitcoin’s hash rate appears to drop 16% after miner revenue declines by 44%,negative,0.0077225287,0.97522676,0.017050724,0.97522676,-0.9675042,stage5_news_7f0ac505837f140e
high_negative,2020-07-16,CoinDesk,Bitcoin Miner Supply Sent to Exchanges Fell to 12-Month Lows in Q2 2020,negative,0.007841006,0.9752235,0.016935555,0.9752235,-0.9673825,stage5_news_f2716dcc90e79aae
high_negative,2020-03-31,CoinDesk,"Bitcoin Ends Q1 Down 10%, Outperforming Equities in Coronavirus Crisis",negative,0.008086762,0.9754326,0.01648061,0.9754326,-0.96734583,stage5_news_9963b6b12b70056e
high_negative,2023-07-18,Decrypt Media,"Crypto Trading Dropped 43% in Q2 Despite Climbing Bitcoin, Ethereum Prices",negative,0.007033892,0.9741716,0.018794524,0.9741716,-0.9671377,stage5_news_c27c039954b8087c
high_negative,2018-11-30,CoinDesk,Capitulation? Bitcoin’s Price Dropped 36% in November,negative,0.007843512,0.9747413,0.017415171,0.9747413,-0.9668978,stage5_news_739f44d12e4eaf15
high_negative,2024-10-01,CoinDesk,Bitcoin Mining Profitability Fell for Third Straight Month in September: JPMorgan,negative,0.0071320683,0.97385234,0.019015634,0.97385234,-0.9667203,stage5_news_45022d67a64d2524
high_negative,2019-09-24,Decrypt,"Bitcoin Cash drops 6%, falling down towards $300",negative,0.008653644,0.9751583,0.016188111,0.9751583,-0.96650463,stage5_news_054c4879f031856c
high_negative,2018-12-23,CCN,Number of Reachable Bitcoin Nodes Fell 19% in 2018,negative,0.008427218,0.9748838,0.016688978,0.9748838,-0.9664566,stage5_news_16a2ce52c07b4bc2
high_negative,2018-11-20,CCN,Not Just Bitcoin: FAANG Stocks are Down $1 Trillion from Yearly Highs,negative,0.007835268,0.9742691,0.017895605,0.9742691,-0.9664338,stage5_news_c840ce0f53cd3e33
high_negative,2022-03-11,CoinDesk,"Bitcoin Miners’ February Production Fell on Shorter Month, Winter Storm",negative,0.006408569,0.9728222,0.020769166,0.9728222,-0.9664136,stage5_news_1c0f41d3413604da
high_negative,2022-06-14,CoinDesk,"With Market Crash, El Salvador Is Down $52M on Its Bitcoin Bet",negative,0.007692096,0.9740734,0.018234465,0.9740734,-0.9663813,stage5_news_4e7d69efadeddd94
high_negative,2022-05-11,Fortune,Bitcoin’s price is down 55% from its peak as plunging markets raise prospect of crypto winter,negative,0.0073148785,0.9736912,0.01899388,0.9736912,-0.96637636,stage5_news_5b818afee5f2748f
high_negative,2023-03-09,Decrypt Media,"Bitcoin, Ethereum Down 8% on the Week as Silvergate Bank Shuts Shop",negative,0.007675232,0.9737809,0.018543852,0.9737809,-0.96610564,stage5_news_77b452de3b71b301
high_negative,2021-05-23,Reuters,Bitcoin down almost 50% from year's high,negative,0.008577614,0.974662,0.0167604,0.974662,-0.9660844,stage5_news_34d34201d5461a31
high_negative,2024-05-13,CoinMarketCap,Bitcoin’s Runes Protocol Witnesses Declining Activity and Fee Revenue,negative,0.008282939,0.9742921,0.01742496,0.9742921,-0.96600914,stage5_news_50ed9b1ba56e9223
high_negative,2022-07-14,CoinDesk,"Bitcoin Production Cost Has Dropped to About $13K, JPMorgan Says",negative,0.008324245,0.9743285,0.017347192,0.9743285,-0.96600425,stage5_news_05bef28cd08291e1
high_negative,2022-05-04,Forkast News,MicroStrategy posts Q1 revenue loss amid falling Bitcoin price,negative,0.00954201,0.975471,0.01498697,0.975471,-0.96592903,stage5_news_d158d85531e02e26
high_negative,2021-05-23,Reuters,UPDATE 3-Bitcoin down almost 50% from year's high,negative,0.008219099,0.9740615,0.0177194,0.9740615,-0.96584237,stage5_news_93641a5f1f9f6d20
high_negative,2022-03-07,CoinDesk,"Crypto Miner Argo’s Monthly Sales, Bitcoin Output Fell on Higher Difficulty, Winter Storm",negative,0.006314607,0.9721271,0.02155836,0.9721271,-0.96581244,stage5_news_2ff007a9cf5876b7
high_negative,2024-06-25,Fortune,Coinbase shares are down about 13% over 2 weeks alongside tumbling Bitcoin,negative,0.0062615406,0.9719972,0.021741265,0.9719972,-0.9657357,stage5_news_21477b56c150ad8c
high_negative,2022-01-07,CoinDesk,Argo Blockchain’s Monthly Revenue Drops Even as It Mined More Bitcoin,negative,0.009316472,0.97502315,0.015660381,0.97502315,-0.9657067,stage5_news_02cecf169be6b467
high_negative,2023-04-05,CoinDesk,Bitcoin's Spot-to-Derivatives Trading Volume Ratio Slides to Lowest in 11 Months,negative,0.0074491515,0.9731467,0.019404162,0.9731467,-0.9656975,stage5_news_5529d5568331997c
high_negative,2022-11-14,CoinDesk,Canaan Q3 Net Income Drops 88% as Bitcoin Mining Declines,negative,0.008486958,0.97417206,0.017341007,0.97417206,-0.96568507,stage5_news_280b14127115682c
high_negative,2020-08-18,CoinDesk,Top Bitcoin Mining Pools See 15% Hashrate Drop Amid Continuous Rainstorms in China,negative,0.009525092,0.9751424,0.015332551,0.9751424,-0.9656173,stage5_news_ad54afcf950538d6
high_negative,2024-11-01,CoinDesk,"Bitcoin Mining Revenue, Profit Fell in October for a Fourth Consecutive Month: JPMorgan",negative,0.0075818044,0.97313505,0.019283153,0.97313505,-0.9655532,stage5_news_2e560a928fd75cad
high_negative,2023-03-03,Yahoo Finance,"Bitcoin fell nearly 5% Thursday night, its largest one-hour drop since FTX",negative,0.009035104,0.97455627,0.016408687,0.97455627,-0.96552116,stage5_news_d471be457faa62a2
high_negative,2022-10-11,CoinDesk,Bitcoin Miner Greenidge Expects Q3 Losses of $20M-$22M Amid CEO Departure,negative,0.007101124,0.9724209,0.020477999,0.9724209,-0.96531975,stage5_news_a24cc238f0f28caa
high_negative,2023-03-28,Business Insider,Bitcoin and Ether are down 3% after CFTC sued Binance and its CEO over US regulatory violations,negative,0.007817413,0.9731136,0.019069038,0.9731136,-0.9652962,stage5_news_c5f26f25536a18e7
high_negative,2021-12-03,CoinDesk,Marathon Digital’s Bitcoin Production Fell in November as Maintenance Work Cut Capacity; Stock Sags,negative,0.007164412,0.9724389,0.020396683,0.9724389,-0.96527445,stage5_news_30cc625c7a359d1e
high_negative,2024-05-01,Business Insider,"Bitcoin will drop 13% to $50,000 after falling below a key support level as macro drivers slow, Standard Chartered says",negative,0.009719964,0.97485256,0.015427466,0.97485256,-0.9651326,stage5_news_6893d32ed375d213
high_negative,2022-06-07,CoinDesk,Argo's Bitcoin Output in May Drops 25% From April Amid Teething Problems at Texas Facility,negative,0.009711472,0.9747971,0.015491399,0.9747971,-0.9650857,stage5_news_7ae4ce24d99fd7a2
high_negative,2020-07-07,CoinDesk,Crypto Exchanges See Big Drop in Volumes as Bitcoin Volatility Approaches 2020 Low,negative,0.008697223,0.97377485,0.017527947,0.97377485,-0.96507764,stage5_news_705b9344b64df222
high_negative,2024-01-23,Reuters,Bitcoin down 20% from post-ETF highs,negative,0.00865786,0.97372377,0.017618302,0.97372377,-0.9650659,stage5_news_7e9c1171a09a5e75
high_negative,2021-12-22,FX Empire,"Bitcoin Mining Profitability Falling with More Drops to Come, Says Arcane",negative,0.0089061335,0.9739532,0.017140716,0.9739532,-0.96504706,stage5_news_4dee9e6d260d66be
high_negative,2023-05-11,CoinDesk,Hut 8 First-Quarter Revenue Drops 64% as Bitcoin Mining Difficulties Bite,negative,0.008582133,0.97352105,0.017896786,0.97352105,-0.96493894,stage5_news_156f213c5aba112a
high_negative,2022-11-14,Benzinga,Bitfarms Shares Drop On Q3 Revenue Decline Of 26% Reflecting BTC Price Slump,negative,0.0078110676,0.9727393,0.019449655,0.9727393,-0.9649282,stage5_news_9712334b18e270c2
high_negative,2022-06-15,CoinDesk,"First Mover Asia: Traders See Bitcoin Falling to 2017 Levels Amid Ongoing Inflation, Economic Concerns; Cryptos Struggle",negative,0.007767996,0.9726651,0.019566873,0.9726651,-0.9648971,stage5_news_9ad6839a9a6f3b4a
high_negative,2023-02-21,CoinDesk,BNB-Bitcoin Ratio Drops to Lowest Level in Six Months on Paxos-BUSD Drama,negative,0.008690514,0.97358716,0.017722387,0.97358716,-0.9648966,stage5_news_42e9019daca3ab7d
high_negative,2022-04-27,Fortune,El Salvador’s Bitcoin strategy continues to lose steam after 7.5 months,negative,0.0071116933,0.97198844,0.020899918,0.97198844,-0.9648768,stage5_news_98a9747c515171c7
high_negative,2018-03-16,CCN,"Analyst Predicts Bitcoin Price Drop to $2,800 This Year",negative,0.00831967,0.9730843,0.01859606,0.9730843,-0.9647646,stage5_news_97a7f2df516c3c9f
high_negative,2020-03-26,CoinDesk,Bitcoin Mining Difficulty Posts Second-Biggest Percentage Drop in Its History,negative,0.009688874,0.9744445,0.015866589,0.9744445,-0.96475565,stage5_news_1a82cf6fe7b1b098
high_negative,2024-12-04,CoinMarketCap,"Bitcoin Exchange Reserves Fall to 2.46 Million BTC, Lowest Level in Years, Signaling Long-Term Investment Trend",negative,0.0074215117,0.97217554,0.020402944,0.97217554,-0.96475405,stage5_news_1cefcd558871b521
high_negative,2024-04-18,CoinMarketCap,Bitcoin Futures Market Sees $5.2B Drop as Leveraged Positions Get Flushed Out,negative,0.009347943,0.97406876,0.016583268,0.97406876,-0.96472085,stage5_news_2b6685edde0e839b
high_negative,2021-04-20,BeInCrypto,Bitcoin Dominance (BTCD) Drops to Lowest Levels Since 2018,negative,0.008224861,0.97287774,0.018897463,0.97287774,-0.9646529,stage5_news_2f1815419406a571
high_negative,2023-04-14,CoinDesk,Bitcoin Miner Bitdeer Stock Slumps Nearly 30% at Trading Debut,negative,0.008204752,0.97284216,0.018953118,0.97284216,-0.9646374,stage5_news_b5f2f32b328721f2
high_negative,2023-04-24,Decrypt Media,"Bitcoin Slides Towards $27K, Down 9% Over the Week",negative,0.010169132,0.9746562,0.015174652,0.9746562,-0.9644871,stage5_news_5ed4c569400cab84
high_negative,2024-01-22,Reuters,"UPDATE 2-Bitcoin falls to $40,000, lowest level since bitcoin ETF launch",negative,0.0075649996,0.9720338,0.02040114,0.9720338,-0.9644688,stage5_news_fd3ea9ee541ac42a
high_negative,2022-07-04,Forkast News,"Meitu’s Bitcoin, crypto investments down by over US$50 mln",negative,0.007635387,0.97206795,0.020296715,0.97206795,-0.96443254,stage5_news_d5c834047854cfd0
high_negative,2021-05-23,CoinDesk,"Bitcoin, Ether Now Down 50% From Last Month’s ATH as Rout Resumes",negative,0.009123978,0.97354096,0.017335111,0.97354096,-0.964417,stage5_news_48397d65418f978e
high_negative,2023-08-31,CoinDesk,"Bitcoin Holdings on Crypto Exchanges Dwindle to 2M, Fewest Since January 2018",negative,0.008198015,0.97243756,0.019364437,0.97243756,-0.96423954,stage5_news_2cdbc1d3ead152ce
high_neutral,2021-10-11,GlobeNewswire,"LBank Exchange Will List BTA (Bitcoin Asset) on October 11, 2021",neutral,0.02171911,0.021697765,0.9565832,0.9565832,2.134405e-05,stage5_news_2f8ea2f471d6a13d
high_neutral,2020-03-20,Coin Rivet,"The relation between Bitcoin and Ethereum addresses, and price",neutral,0.023901962,0.020348644,0.95574945,0.95574945,0.0035533179,stage5_news_1217eb0d4919085d
high_neutral,2023-08-04,CoinDesk,"ProShares, Bitwise File for Bitcoin and Ether ETFs",neutral,0.027696839,0.016747618,0.95555556,0.95555556,0.0109492205,stage5_news_9c7c333a61d61b4a
high_neutral,2022-05-23,News Direct,Registration For The Upcoming VERSE Token By Bitcoin.com Is Now Open,neutral,0.027353233,0.01739153,0.9552553,0.9552553,0.009961702,stage5_news_32020a2bf996ce82
high_neutral,2019-01-03,CCN,Bitcoin Cash: Single Mining Pool Controls 50% of Hashrate,neutral,0.029268207,0.015971838,0.95475996,0.95475996,0.013296369,stage5_news_13e9168dbeaa1aa1
high_neutral,2023-06-15,Fortune,"BlackRock files for Bitcoin ETF, Coinbase and Nasdaq listed as partners",neutral,0.021363158,0.023961963,0.9546749,0.9546749,-0.0025988054,stage5_news_39c6ecaf1917e505
high_neutral,2021-11-12,CoinDesk,"Tether, Bitcoin and Chinese Commercial Paper at Scale",neutral,0.02621764,0.01986831,0.953914,0.953914,0.006349329,stage5_news_eafe39af4c1795b2
high_neutral,2021-01-27,CoinDesk,Miami Uploads Bitcoin White Paper to Municipal Website,neutral,0.025641477,0.020496648,0.95386195,0.95386195,0.005144829,stage5_news_025fa68ece2196d9
high_neutral,2021-01-26,CoinDesk,"Colombia, Estonia Upload the Bitcoin White Paper to Their Governmental Websites",neutral,0.029695988,0.016482383,0.95382166,0.95382166,0.013213605,stage5_news_bcdbd269f241bbc4
high_neutral,2019-12-05,Benzinga,Bitcoin Futures Platform CEO Will Serve As Georgia Senator,neutral,0.024654366,0.021633374,0.95371217,0.95371217,0.0030209925,stage5_news_d3a3a7277440d097
high_neutral,2022-03-21,FX Empire,"Cryptocurrencies to Watch This Week – BTC, LUNA, ETC, EGLD, WAVES",neutral,0.026239282,0.020078663,0.9536821,0.9536821,0.0061606187,stage5_news_8356a33207b541b2
high_neutral,2021-04-22,CoinDesk,"Everything We Want Costs Energy, Including Bitcoin",neutral,0.028930461,0.018020889,0.9530487,0.9530487,0.010909572,stage5_news_b2434c9aff2ec4c4
high_neutral,2021-06-24,The Independent,The future of Bitcoin will be determined by China - not the West,neutral,0.027505564,0.019467143,0.95302725,0.95302725,0.00803842,stage5_news_fc896f0c49b4c1d2
high_neutral,2019-02-22,Cointelegraph,Third-Top Exchange OKEx Lists Ripple and Bitcoin Cash on Customer-to-Customer Platform,neutral,0.019268546,0.027775606,0.95295584,0.95295584,-0.00850706,stage5_news_82f80b131a8234da
high_neutral,2020-09-29,GlobeNewswire,3iQ Corp. To List The Bitcoin Fund (TSX:QBTC.U) On The Gibraltar Stock Exchange,neutral,0.029978724,0.017274722,0.9527466,0.9527466,0.012704002,stage5_news_fa0d19d7f8c8c0ca
high_neutral,2021-02-23,GlobeNewswire,Options Trading to Begin for Purpose Bitcoin ETF,neutral,0.029650558,0.01762316,0.95272624,0.95272624,0.012027398,stage5_news_705400045f8f0a91
high_neutral,2024-11-20,CoinDesk,"The Protocol: ENS on Bitcoin; Worldcoin, Without the Eyeballs",neutral,0.028628323,0.018690964,0.9526807,0.9526807,0.009937359,stage5_news_5df1aebbf3fcae36
high_neutral,2024-06-25,Yahoo Finance UK,"Trending tickers: Nvidia, Bitcoin, Trump Media and Airbus",neutral,0.027268017,0.020051572,0.9526804,0.9526804,0.0072164442,stage5_news_399b3fce75a42a11
high_neutral,2021-05-04,BeInCrypto,"BTC, ETH, XRP, WAVES, SXP, DOGE, ZEN —Technical Analysis for May 4",neutral,0.026951471,0.02039692,0.9526516,0.9526516,0.0065545514,stage5_news_a97b3e3cd219fd80
high_neutral,2020-06-15,CoinDesk,"Blockchain Bites: JPMorgan on Bitcoin, South Korea on CBDCs and the Porn Industry on Crypto",neutral,0.025498405,0.022103664,0.95239794,0.95239794,0.0033947416,stage5_news_b6858768c7e2352c
high_neutral,2021-01-22,GlobeNewswire,NexTech Sells Its Treasury Bitcoin Holdings and Books a Profit,neutral,0.028367944,0.019272717,0.95235926,0.95235926,0.009095227,stage5_news_218d08161f8c93cc
high_neutral,2019-11-05,Benzinga,"Bitcoin, Ethereum & Ripple - American Wrap",neutral,0.032190118,0.015618374,0.9521915,0.9521915,0.016571745,stage5_news_c1c450696336b1b9
high_neutral,2021-04-13,BeInCrypto,"BTC, ETH, XRP, DOGE, BNB, YFI, LRC – Technical Analysis For April 13",neutral,0.027072411,0.020811755,0.95211583,0.95211583,0.006260656,stage5_news_4c9ff0f2c1cb6e06
high_neutral,2022-01-11,GlobeNewswire,Bitcoin Latinum LTNM Now Pre-Listed on Binance,neutral,0.031637166,0.016258912,0.952104,0.952104,0.015378254,stage5_news_315686eb64e6121a
high_neutral,2020-12-30,Benzinga,"Bitcoin, Zilliqa & Uniswap - American Wrap December 30, 2020",neutral,0.025258627,0.022674914,0.95206654,0.95206654,0.0025837123,stage5_news_a6c4ad7dd6ddf9f2
high_neutral,2021-07-14,CoinDesk,Paraguay Proposed Bitcoin Law Includes Crypto Registration: Report,neutral,0.029753461,0.01826654,0.95198,0.95198,0.011486921,stage5_news_b1c570764731696b
high_neutral,2024-08-16,CoinDesk,NYSE Scrubs Plan to List Bitcoin ETF Options,neutral,0.025182407,0.023024192,0.9517934,0.9517934,0.0021582153,stage5_news_3c1a4459431c24e1
high_neutral,2023-02-02,Decrypt Media,Bitcoin Is the Ultimate Insurance Policy: Cathie Wood,neutral,0.030550595,0.017796159,0.95165324,0.95165324,0.012754437,stage5_news_7f5246138bd77927
high_neutral,2021-05-27,BeInCrypto,"BTC, ETH, XRP, LTC, XVG, DIA, TFUEL—Technical Analysis May 27",neutral,0.027843745,0.020592181,0.95156413,0.95156413,0.0072515644,stage5_news_5902b8b37fd80d0d
high_neutral,2021-06-03,Benzinga,Bitmedia Bitcoin Ad Network Review and How to Advertise Crypto Right,neutral,0.029890329,0.01858518,0.95152456,0.95152456,0.011305148,stage5_news_8879187b405c705a
high_neutral,2023-09-05,PR Newswire,CleanSpark Releases August 2023 Bitcoin Mining Update,neutral,0.0238499,0.024680382,0.9514697,0.9514697,-0.0008304808,stage5_news_c481f9a1ddb46049
high_neutral,2019-05-29,Cointelegraph,Grayscale: BTC Holdings Make Up $1.97B of $2.1B Assets Under Management,neutral,0.024555163,0.023994965,0.95145,0.95145,0.000560198,stage5_news_512d0af4c40d320a
high_neutral,2021-10-21,CoinDesk,"Houston Firefighters Pension Fund Makes Bitcoin, Ether Purchase",neutral,0.02558278,0.022975653,0.9514415,0.9514415,0.0026071258,stage5_news_4c099657148ea7cb
high_neutral,2022-11-21,CoinDesk,Osprey Publishes Public Address for Its Trust's Bitcoin Holdings,neutral,0.029674163,0.01889754,0.9514283,0.9514283,0.010776622,stage5_news_db014f3888c39d97
high_neutral,2021-04-20,BeInCrypto,"BTC, ETH, XRP, XLM, DASH, BNB, TRX – Technical Analysis For April 20",neutral,0.024880186,0.023719983,0.9513998,0.9513998,0.0011602025,stage5_news_56548bfe33c425db
high_neutral,2021-08-19,Fortune,"Wells Fargo, JPMorgan launch Bitcoin funds",neutral,0.029341029,0.019288184,0.9513709,0.9513709,0.010052845,stage5_news_78584205917ebd9a
high_neutral,2020-11-02,FX Empire,"Bitcoin and Ethereum – Weekly Technical Analysis – November 2nd, 2020",neutral,0.022699287,0.025934776,0.9513659,0.9513659,-0.0032354891,stage5_news_9b893e9ccfd7eb8d
high_neutral,2018-05-11,FX Empire,The Bitcoin Bears Take Over the Reins,neutral,0.029157104,0.019480653,0.95136225,0.95136225,0.009676451,stage5_news_d45d6f4ff6c72dbe
high_neutral,2020-03-30,Benzinga,"Bitcoin, Ethereum & Litecoin - American Wrap: 3/30/2020",neutral,0.029555677,0.019087939,0.9513564,0.9513564,0.010467738,stage5_news_640f00f6c0225637
high_neutral,2019-08-06,Decrypt,Bitcoin wallet Blockchain.com creates its own crypto exchange,neutral,0.031713795,0.01693437,0.9513519,0.9513519,0.014779424,stage5_news_a6cc3d95c1012352
high_neutral,2021-11-15,Yahoo Finance,Crypto comes to NYC real estate: $29M property offered exclusively in Bitcoin,neutral,0.034284644,0.01436387,0.9513516,0.9513516,0.019920774,stage5_news_58f7b69e97baa19e
high_neutral,2020-11-16,FX Empire,"Bitcoin and Litecoin – Weekly Technical Analysis – November 16th, 2020",neutral,0.024455382,0.024201907,0.9513427,0.9513427,0.00025347434,stage5_news_eacb267712b269c4
high_neutral,2021-07-08,CoinDesk,First Midwest Bank Trust Division Holding 29.5K Shares of Grayscale Bitcoin Trust,neutral,0.031608764,0.01706224,0.951329,0.951329,0.014546525,stage5_news_a9cc1ef5ee00990b
high_neutral,2022-11-29,GlobeNewswire,Cipher Mining Commences Bitcoin Mining at Odessa Data Center,neutral,0.027073013,0.021603731,0.9513233,0.9513233,0.005469281,stage5_news_7867396aaf7f1e0c
high_neutral,2021-08-25,GlobeNewswire,Liti Capital’s Wrapped LITI (wLITI) lists on Bitcoin.com Exchange,neutral,0.021572147,0.027118467,0.9513094,0.9513094,-0.00554632,stage5_news_fda68e9b8263d607
high_neutral,2023-10-03,PR Newswire,CleanSpark Releases September 2023 Bitcoin Mining Update,neutral,0.02451843,0.024192903,0.95128864,0.95128864,0.00032552704,stage5_news_821414399f446848
high_neutral,2020-10-05,FX Empire,"Bitcoin and Binance Coin – Weekly Technical Analysis – October 5th, 2020",neutral,0.022503167,0.026358567,0.9511382,0.9511382,-0.0038553998,stage5_news_8f8dffcf6e530c0c
high_neutral,2020-09-14,FX Empire,"Bitcoin and Ethereum – Weekly Technical Analysis – September 14th, 2020",neutral,0.022621617,0.026254939,0.95112354,0.95112354,-0.0036333222,stage5_news_c4f3daebd6a5b305
high_neutral,2021-09-16,Newsfile,"Bitcoin Miner Canada Computational Unlimited Corp. Commences Trading as ""SATO""",neutral,0.032771517,0.016136188,0.95109224,0.95109224,0.016635329,stage5_news_077c913916f1c8f7
high_neutral,2019-06-28,Cointelegraph,"Price Analysis 28/06: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, ADA, TRX",neutral,0.03060237,0.0183805,0.9510172,0.9510172,0.012221869,stage5_news_2f19b7f23b49fcdf
high_neutral,2018-09-20,CCN,"SEC Begins Reviewing Physically-Backed Bitcoin ETF, Will Examine 1,400 Comments",neutral,0.029331595,0.019658577,0.95100987,0.95100987,0.009673018,stage5_news_93efe04d513ae8e9
high_neutral,2023-10-19,GlobeNewswire,Grayscale Investments Files S-3 Registration Statement for Grayscale Bitcoin Trust,neutral,0.027433272,0.0215648,0.9510019,0.9510019,0.005868472,stage5_news_679769df6d144ff3
high_neutral,2021-04-08,BeInCrypto,"BTC, XRP, ETH, BAND, ICX, IOTA, CAKE: Technical Analysis For April 8",neutral,0.024324367,0.024705807,0.95096976,0.95096976,-0.00038143992,stage5_news_f5423f64a3ce432a
high_neutral,2020-02-18,Benzinga,"Bitcoin, Ethereum & Litecoin - American Wrap: 2/18/2020",neutral,0.02929898,0.019745275,0.95095575,0.95095575,0.009553704,stage5_news_64743fad115e1234
high_neutral,2023-04-03,GlobeNewswire,CleanSpark Releases March 2023 Bitcoin Mining Update,neutral,0.022681374,0.026370382,0.9509483,0.9509483,-0.0036890078,stage5_news_f2db1efafb29426e
high_neutral,2023-05-29,News Direct,Bitcoin.com's VERSE Token Now Available for Trading on Kucoin,neutral,0.033854984,0.015222396,0.95092267,0.95092267,0.018632587,stage5_news_d503cd05b35dea1a
high_neutral,2023-08-02,PR Newswire,CleanSpark Releases July 2023 Bitcoin Mining Update,neutral,0.024149472,0.024929767,0.9509207,0.9509207,-0.0007802956,stage5_news_56f99effdaae8d04
high_neutral,2024-03-28,CoinMarketCap,Hong Kong-Based Asset Manager VSFG and Value Partners Files for Spot Bitcoin ETF,neutral,0.02984051,0.019243252,0.9509163,0.9509163,0.010597259,stage5_news_0e0c95b72d9f588f
high_neutral,2022-10-04,GlobeNewswire,CleanSpark Releases September 2022 Bitcoin Mining Update,neutral,0.023456354,0.025687855,0.95085573,0.95085573,-0.002231501,stage5_news_64303bc75a585c4d
high_neutral,2019-12-30,Benzinga,"Bitcoin, Ethereum & Litecoin - American Wrap: 12/30/2019",neutral,0.025936138,0.023209967,0.9508539,0.9508539,0.0027261712,stage5_news_b1209d3de8227313
low_confidence,2024-08-22,CoinMarketCap,Bitcoin Rises as Fed Hints at Possible Rate Cut in July Meeting Minutes,negative,0.33303592,0.34327027,0.32369378,0.34327027,-0.010234356,stage5_news_de580f31bff11b18
low_confidence,2018-04-30,FX Empire,"Bitcoin Down but not Out, an Afternoon Rally on the Cards",neutral,0.3225522,0.33201867,0.34542918,0.34542918,-0.009466469,stage5_news_fb461a14c97188da
low_confidence,2021-03-02,GOBankingRates,Goldman Sachs to Restart Cryptocurrency Trading Desk as Bitcoin Rally Continues,negative,0.33024684,0.34851646,0.3212367,0.34851646,-0.018269628,stage5_news_a85cd293e7cc88fc
low_confidence,2023-08-28,CoinDesk,The Bitcoin Circular Economy Battles Entrenched Mindsets in El Salvador,neutral,0.30493122,0.34413096,0.3509378,0.3509378,-0.03919974,stage5_news_488bd1638b78caa3
low_confidence,2018-07-23,Investing.com,Bitcoin at 2-Month High After South Korea Regulator Reshuffle,negative,0.32124498,0.3517459,0.3270091,0.3517459,-0.030500919,stage5_news_c4982280f4d4c411
low_confidence,2021-11-08,FX Empire,"Crypto Bull Run Likely Far From Over for Bitcoin and Ethereum, Analysts Say",negative,0.34182304,0.35242924,0.3057477,0.35242924,-0.0106061995,stage5_news_d4daf7accba44e34
low_confidence,2019-05-25,Coin Rivet,Finder’s crypto panel bullish on Bitcoin,neutral,0.3527465,0.29369938,0.35355416,0.35355416,0.059047103,stage5_news_5e1dea5d2039b279
low_confidence,2018-12-31,FX Empire,Bitcoin – Bears in Control as the Year Comes to an End,neutral,0.31827575,0.3260986,0.3556257,0.3556257,-0.007822841,stage5_news_608c759e41d61c9c
low_confidence,2021-07-07,The Independent,Bitcoin price  live: Crypto experts predict volatility on the way amid remarkable calm,neutral,0.30711392,0.3360689,0.3568172,0.3568172,-0.028954983,stage5_news_3d794efea1b9f6a4
low_confidence,2021-08-25,The Independent,Bitcoin network smashes record amid huge price surge,negative,0.3342681,0.35863528,0.30709663,0.35863528,-0.024367183,stage5_news_7f6444e753a13f74
low_confidence,2018-08-26,FX Empire,Bitcoin Sees Red Early as the Market Hits Reverse,negative,0.31866223,0.35991874,0.32141903,0.35991874,-0.041256517,stage5_news_f45a1b3972c11e2a
low_confidence,2019-08-26,CoinDesk,Weekly Bitcoin Price Indicator Shows ‘Bear Cross’ in First Since February,negative,0.33912206,0.3601288,0.30074918,0.3601288,-0.021006733,stage5_news_74cb642630f279e1
low_confidence,2019-02-16,Cointelegraph,Interview With Crypto ‘Optimist’ Brian Kelly: Bitcoin Is Still 50 Percent Undervalued,neutral,0.30953956,0.3289452,0.36151525,0.36151525,-0.019405633,stage5_news_d47ab8dd833b163c
low_confidence,2023-04-11,CoinDesk,Former Bitcoin Core Developer Says NFT Market Is ‘Pleasantly Down to Earth’ Again,neutral,0.30180266,0.3363139,0.36188346,0.36188346,-0.03451124,stage5_news_cf600b58520b0f77
low_confidence,2023-07-06,Forkast News,"Bitcoin, Ether rise, top cryptos mixed, as investors await SEC response to Bitcoin ETF applications",positive,0.363815,0.30250064,0.33368433,0.363815,0.061314374,stage5_news_bbe3343e27444965
low_confidence,2024-07-12,CoinMarketCap,Germany Nears End of Massive $2.8B Bitcoin Selloff,positive,0.3641177,0.31856382,0.31731847,0.3641177,0.045553893,stage5_news_b9489a929b9852e9
low_confidence,2023-04-27,CoinDesk,First Mover Americas: Lots of Bitcoin Futures Traders Cash Out,positive,0.36511552,0.28333876,0.35154575,0.36511552,0.08177677,stage5_news_735ddd189872e72f
low_confidence,2023-08-29,Reuters,Bitcoin saved from torrid August by landmark Grayscale ruling,negative,0.3441769,0.36524677,0.29057628,0.36524677,-0.021069884,stage5_news_e61da1a5f7534e1a
low_confidence,2024-09-26,CoinDesk,Key Indicators Challenge Fed's 'Normalization' Rate Cut That Torched Bitcoin Rally,positive,0.36546293,0.32656485,0.30797225,0.36546293,0.03889808,stage5_news_236cfe4ed776d0dd
low_confidence,2020-01-31,Newsfile,"US Federal Court Judge Allows UnitedCorp to Continue its Antitrust Suit against Bitmain, Kraken, Roger Ver and the ABC Bitcoin Cash Development Team",negative,0.29875234,0.36574018,0.3355075,0.36574018,-0.06698784,stage5_news_4e30003b5e2f49d3
low_confidence,2021-09-30,BeInCrypto,"Bitcoin (BTC) Reclaims $43,000 After Short-Term Pump",negative,0.3195622,0.36654723,0.31389055,0.36654723,-0.04698503,stage5_news_7211b3c43a25d083
